entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Parque Olimpico,Parque Olimpico: Cubierta Arena Parque Roca.,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"Como estrategia del desarrollo de la zona sur de la ciudad, llevando equipamiento de alta categoria a areas historicamente relegadas, se construyo el techo corredizo para el Estadio Parque Roca. Dicha cubierta tiene 13 mil metros cuadrados y sirve para adecuar el recinto a la situacion del clima. La capacidad aumento de 14.500 a 15.500 espectadores, ademas, se mejoraron todos los accesos, circulaciones y el entorno en general, ya que el Estadio Parque Roca fue una de las sedes donde se desarrollaron los Juegos Olimpicos de la Juventud 2018.",103608164.0,8,villa soldati,autopista presidente hector j. campora y 27 de febrero av.,"-34,67389687","-58,43605975",2013-12-26,2018-09-15,57,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/47-1.jpg,TeximcoS.A.-DalConstructora.S.A.Ute,2013,Licitacion Publica,1.723/2013,30714751979,1.443.586/2013
Metrobus del Bajo,Metrobus Del Bajo: Paradores - Etapa I,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Metrobus del Bajo comprende un corredor vial de 4,8 kilometros sobre las Av. Leandro N. Alem y Av. Paseo Colon que une los Barrios de Retiro y La Boca. El proyecto se inserta dentro del Plan de Movilidad Sustentable en el cual contemplo el rediseno del espacio para darle prioridad al transporte publico, la promocion de la movilidad sustentable, el ordenamiento, la seguridad vial y la introduccion de tecnologias que permiten brindar informacion en tiempo real. Su puesta en funcionamiento redujo un 30 % el tiempo de viaje de las 30 lineas de colectivos que prestan servicio a mas de 300.000 personas por dia.",229538623.0,1,montserrat,"yrigoyen, hipolito av. y paseo colon av.","-34,6088315","-58,3696578",2017-02-15,2017-07-15,5,100,https://cdn2.buenosaires.gob.ar/baobras/mduyt4/Metrobus_del_bajo.jpg,RivaS.A,2016,Licitacion Publica,1224-SIGAF/16,33504596309,24.603.091-DGTMBR-2016
Acumar,Camino De Sirga II,Finalizada,Hidraulica e Infraestructura,Secretaria de Transporte y Obras Publicas,"La segunda etapa del Camino de Sirga se centro en liberar y volver transitable y accesible el margen del Riachuelo entre las calles Vieytes y Av. Saenz. Se recupero para el uso publico en vias de cumplimentar con lo enunciado en el Plan Urbano Ambiental, donde se indican los rasgos fundamentales que deben desarrollar la Ciudad de Buenos Aires y los principales lineamientos para garantizar el alcance de dichos rasgos. Se propuso un parque lineal con un camino vehicular enfocado al transito recreativo de las personas, involucrando la construccion de un paseo ribereno, bicisendas, espacios verdes, alumbrado y equipamiento general.",40774370.0,4,barracas,"zavaleta e iriarte, gral. av.","-34,65106565","-58,40056974",2013-01-08,2017-05-31,52,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/sociopublico/camino_sirga_dos/caminosirga5.jpg,BriconsS.A.I.C.F.I.,2012,Licitacion Publica,2278/2012,30541068151,1.630.472/2012
Metrobus Norte,Metrobus Norte: Metrobus Cabildo II,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"La traza de la segunda etapa del Metrobus Norte comienza en Franklin Roosevelt, como continuacion del primer tramo y finaliza en Santos Dumont. Hay paradores en gran parte de la extension del corredor, a excepcion de las cuadras entre Juramento y Echeverria, La Pampa y Jose Hernandez, y Teodoro Garcia y Federico Lacroze. En total, se trato de 5 estaciones, con 22 paradores. Es el septimo corredor de la red de metrobus CABA, que tiene una extension de 2.7 km y revitalizo los barrios de Belgrano, Colegiales y Palermo.",139861846.0,13,belgrano,"cabildo av. y pino, virrey del","-34,56610653","-58,45228955",2016-01-08,2017-05-31,16,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_metrobusnortecabildo2_foto1.jpg,BriconsS.A.I.C.F.I.,2016,Licitacion Publica,294-SIGAF/16,30541068151,10.508.702- MGEYA-DGTMBR-2016
Metrobus Norte,Metrobus Norte: Centro de Transbordo Pacifico,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Se ejecutaron paradores linderos a los carriles exclusivos para buses, que funcionan como punto de transbordo de pasajeros. Esta ubicado sobre la Av. Santa Fe entre las calles Carranza y Thames, con una extension de 1,1 km, 22 lineas de colectivos con 375 servicios promedio por hora y cuenta con 11 paradores, mejorando la experiencia de viaje de mas de 120 mil personas todos los dias.",71823848.0,14,palermo,"santa fe av. y justo, juan b. av.","-34,57816529","-58,42653502",2016-08-24,2016-11-24,3,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/51.jpg,ConstruccionesIngevialS.A.,2016,Licitacion Publica,447-SIGAF/16,30650833380,12.403.925- MGEYA-DGTMBR-2016
Pasos Bajo Nivel,Paso bajo nivel Balbin,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Paso Bajo Nivel de Av. Balbin se extiende entre Estomba y Av. Goyeneche, pasando por debajo las vias del Ferrocarril Mitre ramal Mitre, a 300 metros de la estacion L. M. Saavedra del tren. Su tunel es doble mano, cuenta con cuatro carriles de circulacion, dos por sentido, con una altura libre de paso de 5,10 metros que lo hace apto para transito liviano y transporte de pasajeros.",119960000.0,12,saavedra,"balbin, ricardo, dr. av. y plaza","-34,554901","-58,48627908",2016-06-12,2018-08-02,26,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/52-1.jpg,Eleprint-ConstrumexUte,2014,Licitacion Publica,2013-01-0016-00,30714433896,nan
Centro De Exposiciones Y Convenciones,Centro de Exposiciones y Convenciones: Ampliacion red de agua y cloacas,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"Dentro de las obras complementarias al Centro de Exposiciones y Convenciones, fue necesario adaptar y relocalizar las acometidas del suministro de servicios de agua potable y de desagi 1/4es cloacales en el predio donde se ubica.",8897525.0,2,recoleta,"figueroa alcorta, pres. av. 2051","-34,58478429","-58,38925349",2016-10-14,2017-01-14,3,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/imagenesobservatorio/centrodeexposicionesyconvenciones-ampliacion-red-de-agua-cloacas.jpg,"CONSTRUCCIONES,INFRAESTRUCTURAYSERVICIOSS.A.",2016,Licitacion Publica,482-SIGAF/2016,30710393881,16374108-DGOIYA-2016
Pasos Bajo Nivel,Paso bajo nivel Nazca,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Paso Bajo Nivel de Av. Nazca se extiende entre Pedro Lozano y Marcos Sastre, pasando por debajo las vias del ferrocarril San Martin, a 300 metros de la Estacion Villa del Parque del tren. Su tunel fue hecho doble mano, conto con cuatro carriles de circulacion, dos por sentido, con una altura libre de paso de 5,10 metros, que lo hace apto para transito liviano, pesado y transporte publico de pasajeros.",174350000.0,11,villa del parque,nazca av. y melincue,"-34,60072158","-58,4904146",2016-12-12,2018-11-15,23,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/54-1.jpg,DYCASASA-FONTANANICASTROSAC-UTE,2016,Licitacion Publica,2016-01-0004-00,30711029245,nan
Conservatorios e institutos artisticos,Conservatorio Manuel De Falla,Finalizada,Escuelas,Secretaria de Transporte y Obras Publicas,"La obra del Conservatorio Manuel de Falla consto de la readecuacion de las instalaciones, la puesta en valor y la reparacion de la cubierta. fue iniciada originalmente por el ministerio de Cultura y transferida posteriormente al Ministerio de Desarrollo Urbano y Transporte.",8755881.0,5,almagro,gallo 238,"-34,60584774","-58,4136474",2016-10-03,2018-01-20,15,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/iconos_arquitectura.jpg,SunilS.A.,2016,Licitacion Publica,3028-SIGAF-2012,30516354247,nan
Metrobus del Bajo,Metrobus Del Bajo: Aceras - Etapa I,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Se realizo la ejecucion y reconstruccion de las aceras, vados y superficies destinadas a via publica de uso peatonal que integran la traza del Corredor Metrobus del Bajo (Etapa 1), a fin de mejorar la transitabilidad y accesibilidad en la Ciudad Autonoma de Buenos Aires.",40185440.0,1,montserrat,"yrigoyen, hipolito av. y paseo colon av.","-34,6088315","-58,3696578",2016-11-03,2017-06-06,7,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/56-1.jpg,MiavasaS.A,2017,Licitacion Publica,124/SIGAF/2017,30677303863,EX-2016- 23.454.011í¢ÂÂMGEYA-DGTMBR
Metrobus del Bajo,Metrobus Del Bajo: Tareas Preliminares y Cerco de Obra - Etapa I,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"La obra garantizo la separacion fisica de la obra de pavimentacion y los paradores del corredor Metrobus del Bajo, de los carriles transitables y minimizar asi el riesgo de siniestros en la via publica. El objetivo de la misma fue servir como complemento de advertencia para los conductores y peatones salvaguardando su integridad.",4756449.0,1,montserrat,"yrigoyen, hipolito av. y paseo colon av.","-34,6088315","-58,3696578",2017-02-01,2017-07-31,5,100,https://cdn2.buenosaires.gob.ar/baobras/mduyt4/Metrobus_del_bajo.jpg,ConstruccionesIngevialS.A.,2017,Licitacion Privada de Obra Menor,85-SIGAF/16,30650833380,23.464.219-DGTMBR-2016
Pasos Bajo Nivel,Paso bajo nivel Av. San Martin,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Paso Bajo Nivel San Martin posee una longitud de 370 metros que se extiende entre las calles Pareja y Asuncion. Cuenta con cuatro carriles, dos en cada sentido y su tunel presenta una altura de 5,10 metros, permitiendo la circulacion de vehiculos pesados, livianos y los colectivos del Metrobus San Martin.",111988844.0,11,villa devoto,san martin av. y pareja,"-34,59386029","-58,50512075",2014-01-17,2016-10-21,33,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/58-1.jpg,FontanaNicastroS.A.C.MartinezYDeLaFuenteS.A.Ute,2013,Licitacion Publica,2013-01-0005-00,33714340609,nan
Pasos Bajo Nivel,Paso bajo nivel Constituyentes,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Paso Bajo nivel Constituyentes se extiende entre la Av. Mosconi y Olazabal hasta la calle Jose L. Cabezon y Cullen. El paso vehicular bajo las vias del tren contiene cuatro carriles, dos en cada sentido, con una altura libre de transito de 5,10 metros, permitiendo la circulacion de vehiculos pesados y livianos.",119500000.0,12,villa pueyrredon,de los constituyentes av. 4950,"-34,57935925","-58,4958638",2014-01-22,2016-04-29,27,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/59-1.jpg,JoseChediackS.A.I.C.A.,2013,Licitacion Publica,2013-01-0001-00,30502256005,nan
Pasos Bajo Nivel,Paso bajo nivel Beiro,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Paso Bajo Nivel Beiro tuvo como caracteristica particular la presencia de canos de gran envergadura bajo tierra, lo cual hizo necesario un nuevo trazado de la avenida en este tramo generando un corrimiento hacia el lado del Club Comunicaciones y la Facultad de Agronomia. A raiz de ese desplazamiento se definio un espacio de unos 25 m de ancho y de 500 m de largo que se proyecto como area verde para usos recreativos, funcionando como conector ambiental adyacente a la avenida.",114299267.0,15,agronomia,"beiro, francisco av. y gutenberg","-34,59308741","-58,49113611",2014-09-14,2017-06-19,33,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/60-1.jpg,BenitoRoggio-Esuco(Ute),2014,Licitacion Publica,2014-01-0003-00,30709479896,nan
Teatro Colon,Teatro Colon: Reparacion de arco de embocadura,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,Se realizo la reparacion y puesta en valor del arco de embocadura del Teatro Colon.,756353.0,1,san nicolas,cerrito 628,"-34,60105148","-58,3824414",2015-01-15,2016-01-01,12,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/iconos_arquitectura.jpg,RolIngenieriaS.A,2015,556/2010,nan,30578447659,nan
Casa Trans,Casa Trans,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"La obra consistio en la puesta en valor y reciclaje de la planta baja del inmueble contemplando la construccion de nuevos banos, un vestuario, una sala de espera, dos consultorios para atencion psicologica, sala de extraccion de sangre para diagnostico preventivo y las oficinas administrativas de la asociacion de travestis, transexuales y transgeneros de la argentina.",3935114.0,3,san cristobal,jujuy av. 1341,"-34,62562328","-58,40185883",2017-02-08,2017-06-26,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_casatrans_foto1.jpg,CONSTRUCTORAPREMARTSRL,2016,Licitacion Privada,79-SIGAF-2016,30709331031,nan
Oficinas Publicas,Edificio Hipolito Yrigoyen y Edificio Finochietto: adecuacion,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"Se realizo la readecuacion y relocalizacion de los inmuebles Finochietto e Yrigoyen que albergan al Instituto de la Vivienda de la Ciudad y la Direccion General de Registros de Obras y Catastros en el Barrio de Barracas, a la Direccion General de Administracion de Infracciones en el Barrio de Balvanera, respectivamente.",59761171.0,3,balvanera,"yrigoyen, hipolito 2346","-34,61090049","-58,3998019",2015-10-29,2016-08-31,10,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_oficinaspublicas_yrigoyenyfinochietto_foto1.jpg,VidogarConstruccionesS.A,2015,Licitacion Publica,943-SIGAF--2015,30553433564,nan
Sistema Pluvial La Boca  Barracas,Estacion de Bombeo No5,Finalizada,Hidraulica e Infraestructura,Secretaria de Transporte y Obras Publicas,"El Sistema Pluvial Boca-Barracas es un sistema de control y drenaje para evitar las recurrentes inundaciones en los barrios mas bajos de la Ciudad (Boca y Barracas), fundamentalmente a raiz del fenomeno de las sudestadas, que durante un siglo generaron inundaciones, degradando la calidad de vida de sus habitantes y retrasando el desarrollo de esos barrios con respecto al resto de la Ciudad. La Estacion de Bombeo 5 en la etapa final de ejecucion del sistema conto con 8 bombas axiales de 4,5 m3/seg, 8 compuertas de control de desagi 1/4e, limpiarrejas, dos estaciones transformadoras de alta tension, y un sistema de colectores pluviales.",145125053.0,4,barracas,regimiento de patricios av. y brandsen,"-34,63736836","-58,3696775",2013-08-01,2017-06-15,46,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_pluviallaboca_foto1.jpg,Mercovial-SabavisaUTE,2013,nan,nan,30687237346,nan
Teatro Colon,Teatro Colon: Instituto Superior de Arte - Adecuacion del edificio Corrientes 1681,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,Se realizo la puesta en valor del Instituto Superior de Arte del Teatro Colon.,15203243.0,1,san nicolas,corrientes av. 1681,"-34,60422151","-58,39050179",2016-12-29,2017-05-30,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_teatrocolon_institutosuperiordearte_foto1.jpg,INGECONSS.A.,2016,Licitacion Publica,875-SIGAF-2016,30683399333,nan
Area Ambiental Central,Area Ambiental Central: Calle Peru I,Finalizada,Espacio Publico,Secretaria de Transporte y Obras Publicas,"El proyecto incluyo el tramo entre Av. Belgrano y Av. Roca, y consistio en la unificacion de los niveles de acera, calzada y la preservacion del cordon de granito existente. Se agregaron rampas vehiculares y peatonales para salvar desniveles; se reemplazaron las cunetas por rejillas abatibles para el desagi 1/4e pluvial, se incorporo equipamiento urbano y se rediseno el alumbrado publico.",2462636.0,1,montserrat,"belgrano av. y roca, julio a., presidente diagonal sur av.","-34,61284602","-58,37758842",2016-03-21,2016-07-18,4,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/71.jpg,NakuConstruccionesS.R.L,2016,Licitacion Privada de Obra Menor,17/2015,30575292174,nan
Area Ambiental Central,Area Ambiental Central: Calle Peru II,Finalizada,Espacio Publico,Secretaria de Transporte y Obras Publicas,"La obra se extendio sobre la calle Peru desde Av. Belgrano hasta Av. Independencia. Se implemento la nivelacion de cruces peatonales en ambos sentidos mejorando la accesibilidad y el transito peatonal. Ademas, se contemplo la renovacion de luminarias y equipamiento urbano.",9133269.0,1,montserrat,peru y mexico,"-34,61492121","-58,37458344",2016-08-16,2016-12-29,4,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/72.jpg,InstalectroS.A.,2016,Licitacion Publica,361-SIGAF-2016,33661628729,nan
Donado Holmberg,Centro de Gestion y Participacion - Comuna 12,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"La nueva sede de la Comuna 12, ubicada en la calle Holmberg en Villa Urquiza, es la sede de la zona que integra a los Barrios de Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredon. El edificio tiene tres pisos y permite realizar tramites de manera mas comoda y rapida. Opera los servicios de rentas, defensa al consumidor, licencias, infracciones, registro civil, tesoreria, mediacion comunitaria e intermediacion laboral.",36725502.0,12,villa urquiza,holmberg 2548,"-34,56850705","-58,47772895",2013-10-28,2017-04-17,42,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/observatorio154.jpeg,ConorvialS.A,2013,Licitacion Publica,2590/2012,33504596309,1956273/2012
Acumar,Camino De Sirga III,Finalizada,Hidraulica e Infraestructura,Secretaria de Transporte y Obras Publicas,"El proyecto contempla la recuperacion de la tenencia de los predios linderos al Riachuelo, la limpieza y adecuacion de los terrenos, a fin de construir una calle de servicio y el parque lineal asociado. El camino se ejecuta en granitullo sobre losa de hormigon, excepto donde existe previamente un pavimento en buen estado de conservacion que amerito su conservacion.",94995724.0,4,barracas,"zavaleta e iriarte, gral. av.","-34,65106565","-58,40056974",2017-08-10,2021-01-29,34,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/74-1.jpg,UrbaserArgentinaS.A-CeobSaUte,2017,Licitacion Publica,671-SIGAF/17,30714682489,4440817-DGOINFU-2017
